Name,Price,Availability,Brand name,Rating,Review count,Star-wise reviews,Delivery date,Sponsored tag,Feature list
Ultimus Pro Intel Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin a...,"₹13,990",In Stock,Ultimus,3.7,27 Ratings & 5 Reviews,None,None,No,Intel Dual Core Processor | 4 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 35.81 cm (14.1 Inch) Display | Pre loaded windows APP | 1 Year Manufacturing Warranty
Acer Aspire 3 Intel Pentium Quad Core 12th Gen N100 - (8 GB/512 GB SSD/Windows 11 Home) A324-31 Thin a...,"₹27,990",In Stock,Acer,4.1,659 Ratings & 34 Reviews,None,None,No,Intel Pentium Quad Core Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty
DELL G15 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹79,990",In Stock,DELL,4.2,452 Ratings & 40 Reviews,None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Alienware Command Center,Dell Support Assist) | 1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support"
ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Window...,"₹51,990",In Stock,ASUS,4.3,"4,217 Ratings & 326 Reviews",None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty"
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹32,630",In Stock,ASUS,4.3,"1,722 Ratings & 115 Reviews",None,None,No,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty
DELL 15 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 RPL Laptop,"₹58,990",In Stock,DELL,4.2,713 Ratings & 39 Reviews,None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | My Dell (Dell Power Manager, Dell Support Assist), Office H&S 2024 | 1 Year Onsite Hardware Service"
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,"₹35,520",In Stock,Acer,4.1,980 Ratings & 76 Reviews,None,None,No,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 year
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,"₹35,990",In Stock,Acer,4.3,"3,357 Ratings & 248 Reviews",None,None,No,Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,"₹39,990",In Stock,HP,4.2,"1,131 Ratings & 63 Reviews",None,None,No,Intel Core 3 Processor | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...","₹51,990",In Stock,ASUS,4.3,"1,326 Ratings & 98 Reviews",None,None,No,"Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,"₹29,990",In Stock,Acer,4.2,"5,788 Ratings & 422 Reviews",None,None,No,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Domestic Warranty
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,"₹16,990",In Stock,HP,3.9,"2,050 Ratings & 165 Reviews",None,None,No,Intel Celeron Dual Core Processor | 4 GB LPDDR4 RAM | 64 bit Chrome Operating System | 35.56 cm (14 Inch) Touchscreen Display | 1 Year Onsite Warranty
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1342...","₹56,990",In Stock,ASUS,4.4,806 Ratings & 59 Reviews,None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty"
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0690AU Thin and Light Laptop,"₹44,990",In Stock,HP,4.1,378 Ratings & 27 Reviews,None,None,No,AMD Ryzen 5 Quad Core Processor | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,730",In Stock,Samsung,4.4,"15,581 Ratings & 1,237 Reviews",None,None,No,Intel Core i5 Processor (13th Gen) | 8 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹79,990",In Stock,Lenovo,4.5,24 Ratings & 1 Reviews,None,None,No,Intel Core i7 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...","₹51,990",In Stock,ASUS,4.3,"1,326 Ratings & 98 Reviews",None,None,No,"Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty"
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ...,"₹54,900",In Stock,Acer,4.1,"1,394 Ratings & 130 Reviews",None,None,No,Intel Core Ultra 5 Processor | 16 GB LPDDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Warranty
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1335U...","₹45,990",In Stock,ASUS,4.4,105 Ratings & 4 Reviews,None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty"
HP 15s Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0005TU Thin and Lig...,"₹41,990",In Stock,HP,4.3,38 Ratings & 2 Reviews,None,None,No,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty
HP OMEN Intel Core 7 240H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 16-...,"₹1,19,990",In Stock,HP,4.4,60 Ratings & 6 Reviews,None,None,No,Intel Core 7 Processor | 24 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,"₹36,990",In Stock,ASUS,4.3,"1,067 Ratings & 53 Reviews",None,None,No,AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty
Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹68,980",In Stock,Lenovo,3.9,217 Ratings & 16 Reviews,None,None,No,Intel Core i5 Processor (12th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 | 1 Year Onsite Warranty
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Thin and Light L...,"₹23,990",In Stock,Lenovo,3.9,"3,523 Ratings & 313 Reviews",None,None,No,MediaTek Kompanio 520 Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0046TU Thin and Light Lapto...,"₹68,990",In Stock,HP,4.3,755 Ratings & 47 Reviews,None,None,No,Intel Core i7 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,"₹59,550",In Stock,Samsung,4.4,"2,345 Ratings & 207 Reviews",None,None,No,Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Acer Swift Neo OLED Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) SFN14-54H Thin and Ligh...,"₹57,990",In Stock,Acer,4.1,570 Ratings & 45 Reviews,None,None,No,Intel Core Ultra 5 Processor | 16 GB LPDDR5 RAM | 64 bit Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Warranty
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70...,"₹14,990",In Stock,ASUS,3.8,132 Ratings & 6 Reviews,None,None,No,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,"₹42,990",In Stock,HP,4.2,"2,532 Ratings & 151 Reviews",None,None,No,Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹32,630",In Stock,ASUS,4.3,"1,722 Ratings & 115 Reviews",None,None,No,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...","₹51,990",In Stock,ASUS,4.3,"1,326 Ratings & 98 Reviews",None,None,No,"Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty"
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹59,990",In Stock,MSI,4.3,520 Ratings & 51 Reviews,None,None,No,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 2 Year Onsite Warranty
HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq3149TU / 14s-dq3141TU Thin ...,"₹30,800",In Stock,HP,3.8,674 Ratings & 31 Reviews,None,None,No,Intel Celeron Dual Core Processor | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty
Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹69,990",In Stock,Acer,4.3,367 Ratings & 25 Reviews,None,None,No,Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Warranty
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,730",In Stock,Samsung,4.4,"15,581 Ratings & 1,237 Reviews",None,None,No,Intel Core i5 Processor (13th Gen) | 8 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1335U...","₹45,990",In Stock,ASUS,4.4,105 Ratings & 4 Reviews,None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty"
Lenovo Chromebook Intel Pentium Quad Core N100 - (4 GB/128 GB EMMC Storage/Chrome OS) 14IAN8 Chromeboo...,"₹14,990",In Stock,Lenovo,3.9,51 Ratings & 4 Reviews,None,None,No,Intel Pentium Quad Core Processor | 4 GB LPDDR5 RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...","₹65,990",In Stock,ASUS,4.5,815 Ratings & 59 Reviews,None,None,No,"Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty"
HP 15s Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0005TU Thin and Lig...,"₹41,990",In Stock,HP,4.3,38 Ratings & 2 Reviews,None,None,No,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0046TU Thin and Light Lapto...,"₹68,990",In Stock,HP,4.3,755 Ratings & 47 Reviews,None,None,No,Intel Core i7 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
Acer Aspire 3 Intel Pentium Quad Core 12th Gen N100 - (16 GB/512 GB SSD/Windows 11 Home) A324-31 Thin ...,"₹29,990",In Stock,Acer,4.1,659 Ratings & 34 Reviews,None,None,No,Intel Pentium Quad Core Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty
Acer Aspire Intel Celeron Dual Core N4500 - (12 GB/256 GB SSD/Windows 11 Home) A324-45-V2 Thin and Lig...,"₹26,990",In Stock,Acer,3.9,"1,943 Ratings & 178 Reviews",None,None,No,Intel Celeron Dual Core Processor | 12 GB LPDDR4X RAM | Windows 11 Operating System | 256 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty
ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Window...,"₹55,990",In Stock,ASUS,4.3,"4,217 Ratings & 326 Reviews",None,None,No,"Intel Core i5 Processor (13th Gen) | 32 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty"
DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"₹42,990",In Stock,DELL,4.2,599 Ratings & 42 Reviews,None,None,No,"Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office H&S 2024, My Dell (Dell Power Manager, Dell Support Assist) | 1 Year Onsite Hardware Service"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,"₹59,550",In Stock,Samsung,4.4,"2,345 Ratings & 207 Reviews",None,None,No,Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,"₹42,990",In Stock,HP,4.2,"2,532 Ratings & 151 Reviews",None,None,No,Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty
HP OmniBook 7 Aero (Previously Pavilion) AMD Ryzen AI 7 Octa Core AI 7 350 - (16 GB/512 GB SSD/Windows...,"₹69,990",In Stock,HP,3.9,50 Ratings & 4 Reviews,None,None,No,AMD Ryzen AI 7 Octa Core Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 512 GB SSD | 33.78 cm (13.3 Inch) Display | 1 Year Onsite Service
DELL 15 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) DC15255 Thin and Light Laptop,"₹50,990",In Stock,DELL,3.9,9 Ratings & 0 Reviews,None,None,No,AMD Ryzen 7 Octa Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 38.1 cm (15 Inch) Display | 1 Year Onsite Hardware Service
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹32,630",In Stock,ASUS,4.3,"1,722 Ratings & 115 Reviews",None,None,No,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty
DELL 15 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 RPL Laptop,"₹58,990",In Stock,DELL,4.2,713 Ratings & 39 Reviews,None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | My Dell (Dell Power Manager, Dell Support Assist), Office H&S 2024 | 1 Year Onsite Hardware Service"
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,"₹17,990",In Stock,ASUS,3.9,65 Ratings & 1 Reviews,None,None,No,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,"₹14,999",In Stock,Lenovo,3.9,"3,523 Ratings & 313 Reviews",None,None,No,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty
Lenovo Yoga Slim 6 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 Thin and Li...,"₹79,990",In Stock,Lenovo,None,None,None,None,No,Intel Core i7 Processor (13th Gen) | 16 GB LPDDR5X RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...","₹37,390",In Stock,ASUS,4.3,"7,743 Ratings & 607 Reviews",None,None,No,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,"₹50,990",In Stock,Lenovo,4.3,595 Ratings & 58 Reviews,None,None,No,Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 38.86 cm (15.3 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,"₹39,990",In Stock,HP,4.2,"1,131 Ratings & 63 Reviews",None,None,No,Intel Core 3 Processor | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Window...,"₹62,990",In Stock,ASUS,4.3,811 Ratings & 66 Reviews,None,None,No,"Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty"
Acer Aspire Lite AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,"₹47,990",In Stock,Acer,4.1,504 Ratings & 42 Reviews,None,None,No,AMD Ryzen 7 Octa Core Processor | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1335U...","₹45,990",In Stock,ASUS,4.4,105 Ratings & 4 Reviews,None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty"
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ ...,"₹50,990",In Stock,Samsung,4.4,"15,581 Ratings & 1,237 Reviews",None,None,No,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP OmniBook 7 Aero (Previously Pavilion) AMD Ryzen AI 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows...,"₹62,990",In Stock,HP,4.4,33 Ratings & 3 Reviews,None,None,No,AMD Ryzen AI 5 Hexa Core Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 512 GB SSD | 33.78 cm (13.3 Inch) Display | 1 Year Onsite Service
Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,"₹11,999",In Stock,Lenovo,3.9,"1,183 Ratings & 97 Reviews",None,None,No,MediaTek MediaTek Kompanio 528 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB S...,"₹55,847",In Stock,ASUS,4.5,131 Ratings & 9 Reviews,None,None,No,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty"
